base_lvl;max_lvl;base_blk_lvl;max_blk_lvl;n_cells_p4est;n_of_cells_my;t_gen_p4est;t_gen_my
6;9;1;4;11176;13312;;
9;12;1;5;;851968;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
